,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020
Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,47.61999893,66.66999817,66.66999817,80.94999695,80.94999695,80.94999695,80.94999695,90.48000336,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,100,100,100,100,100,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,.
Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,19.04999924,19.04999924,19.04999924,38.09999847,42.86000061,42.86000061,57.13999939,76.19000244,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,.,.,.,.,.,.,.
Macao,MAC,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,33.33000183,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,47.61999893,47.61999893,47.61999893,47.61999893,57.13999939,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,76.19000244,76.19000244,76.19000244,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,61.90000153,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,.,.,.,.,.,.,.
Morocco,MAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,0,0,0,0,0,0,0,0,30.95000076,23.80999947,23.80999947,42.86000061,42.86000061,42.86000061,52.38000107,61.90000153,71.43000031,71.43000031,71.43000031,71.43000031,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,80.94999695,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Moldova,MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,9.520000458,9.520000458,28.56999969,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,.,.,.,.,.,.,.
Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,85.70999908,85.70999908,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.
Mexico,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,14.28999996,14.28999996,14.28999996,28.56999969,66.66999817,66.66999817,80.94999695,80.94999695,80.94999695,80.94999695,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,.
Mali,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908
Myanmar,MMR,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,33.33000183,33.33000183,38.09999847,42.86000061,42.86000061,42.86000061,42.86000061,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,47.61999893,61.90000153,61.90000153,61.90000153,61.90000153,66.66999817,66.66999817,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,.,.,.,.,.,.,.
Mongolia,MNG,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,71.43000031,71.43000031,66.66999817,66.66999817,66.66999817,.,.,.,.,.,.,.,.
Mozambique,MOZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,26.19000053,26.19000053,26.19000053,26.19000053,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,64.29000092,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,59.52000046,73.80999756,73.80999756,73.80999756,73.80999756,73.80999756,73.80999756,73.80999756,73.80999756,73.80999756,.
Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,9.520000458,23.80999947,23.80999947,23.80999947,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,42.86000061,42.86000061,42.86000061,52.38000107,52.38000107,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,.,.,.,.,.,.,.,.,.,.
Mauritius,MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,28.56999969,71.43000031,71.43000031,71.43000031,85.70999908,85.70999908,85.70999908,100,100,100,100,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Malawi,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,23.80999947,23.80999947,23.80999947,23.80999947,42.86000061,42.86000061,42.86000061,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939
Malaysia,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,33.33000183,33.33000183,33.33000183,33.33000183,33.33000183,42.86000061,42.86000061,52.38000107,52.38000107,52.38000107,52.38000107,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908
Namibia,NAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,4.760000229,14.28999996,14.28999996,14.28999996,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,.
Niger,NER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,28.56999969,28.56999969,42.86000061,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,57.13999939,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817
Nigeria,NGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,33.33000183,33.33000183,52.38000107,52.38000107,52.38000107,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,76.19000244,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,.
Nicaragua,NIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,4.760000229,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,11.89999962,.,.,.,.,.,.,.,.,.,.
Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.760000229,4.760000229,4.760000229,11.89999962,21.43000031,21.43000031,47.61999893,47.61999893,47.61999893,66.66999817,66.66999817,66.66999817,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Norway,NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,23.80999947,23.80999947,52.38000107,52.38000107,61.90000153,66.66999817,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,.
New Zealand,NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,57.13999939,66.66999817,66.66999817,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,.,.,.,.,.,.,.
Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,23.80999947,38.09999847,38.09999847,52.38000107,66.66999817,66.66999817,66.66999817,66.66999817,76.19000244,76.19000244,76.19000244,76.19000244,76.19000244,90.48000336,90.48000336,95.23999786,95.23999786,95.23999786,100,100,95.23999786,95.23999786,95.23999786,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Pakistan,PAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,14.28999996,28.56999969,28.56999969,28.56999969,28.56999969,47.61999893,42.86000061,42.86000061,47.61999893,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,66.66999817,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.23999786,100,.,.,.,.,.,.,.,.
Panama,PAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,0,0,0,0,0,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,33.33000183,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,95.23999786,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,90.48000336,.
Peru,PER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28999996,19.04999924,19.04999924,19.04999924,19.04999924,19.04999924,33.33000183,57.13999939,57.13999939,57.13999939,57.13999939,76.19000244,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,80.94999695,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031,71.43000031
Philippines,PHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,28.56999969,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,38.09999847,30.95000076,30.95000076,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,42.86000061,38.09999847,38.09999847,38.09999847,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,52.38000107,66.66999817,66.66999817,66.66999817,71.43000031,71.43000031,90.48000336,90.48000336,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908,85.70999908
